"filename", "language", "JSON", "JavaScript", "HTML", "Markdown", "XML", "JavaScript JSX", "CSS", "Properties", "comment", "blank", "total"
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\navbar\ic_lock.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\navbar\ic_product.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\navbar\ic_user.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\product\ic_check.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\service\ic_account.svg", "XML", 0, 0, 0, 0, 34, 0, 0, 0, 0, 1, 35
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\service\ic_assurances.svg", "XML", 0, 0, 0, 0, 33, 0, 0, 0, 0, 1, 34
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\service\ic_composable.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\service\ic_delivery.svg", "XML", 0, 0, 0, 0, 30, 0, 0, 0, 0, 1, 31
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\service\ic_developer.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\service\ic_freeSupport.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\service\ic_lightDark.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\service\ic_package.svg", "XML", 0, 0, 0, 0, 29, 0, 0, 0, 0, 1, 30
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\service\ic_payment.svg", "XML", 0, 0, 0, 0, 33, 0, 0, 0, 0, 1, 34
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\service\ic_refund.svg", "XML", 0, 0, 0, 0, 31, 0, 0, 0, 0, 1, 32
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\service\ic_theme.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\service\ic_update.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\shape-avatar.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\illustrations\illustration_404.svg", "XML", 0, 0, 0, 0, 40, 0, 0, 0, 0, 1, 41
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\images\chooseFile.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\logo.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\placeholder.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\index.html", "HTML", 0, 0, 25, 0, 0, 0, 0, 0, 4, 9, 38
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\manifest.json", "JSON", 20, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\vite.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\.prettierrc", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\App.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 43, 0, 0, 6, 3, 52
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\Admin\DataTable\DataTable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 34, 0, 0, 2, 5, 41
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\Admin\DataTable\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\Admin\ListItem\ListItem.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 103, 0, 0, 0, 5, 108
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\Admin\Title\Title.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 13, 0, 0, 0, 3, 16
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\Admin\Title\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\Admin\chart\chart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 5
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\Admin\chartsVisit\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 4, 0, 0, 1, 5, 10
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\Admin\chartsVisit\styles.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 51, 0, 0, 5, 6, 62
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\Admin\chartsVisit\useChart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 162, 0, 0, 23, 23, 208
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\Admin\severity-pill\severity-pill.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 52, 0, 0, 0, 7, 59
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\FormDialog\FormDialogCategory.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 77, 0, 0, 2, 9, 88
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\FormDialog\FormDialogCustomer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 78, 0, 0, 3, 8, 89
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\FormDialog\FormDialogEmployee.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 104, 0, 0, 3, 7, 114
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\color-utils\ColorMultiPicker.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 36, 0, 0, 3, 5, 44
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\color-utils\ColorPreview.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 31, 0, 0, 2, 7, 40
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\color-utils\ColorSinglePicker.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 29, 0, 0, 3, 6, 38
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\color-utils\Icon.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 68, 0, 0, 3, 7, 78
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\color-utils\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\iconify\Iconify.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 13, 0, 0, 3, 5, 21
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\iconify\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\label\Label.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 40, 0, 0, 3, 9, 52
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\label\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\label\styles.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 58, 0, 0, 7, 9, 74
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\logo\Logo.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 46, 0, 0, 0, 6, 52
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\logo\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\nav-section\NavSection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 41, 0, 0, 4, 10, 55
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\nav-section\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\nav-section\styles.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 18, 0, 0, 2, 4, 24
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\scroll-to-top\ScrollToTop.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 9, 0, 0, 1, 5, 15
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\scroll-to-top\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\scrollbar\Scrollbar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 27, 0, 0, 3, 8, 38
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\scrollbar\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\scrollbar\styles.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 27, 0, 0, 2, 4, 33
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\svg-color\SvgColor.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 25, 0, 0, 2, 5, 32
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\svg-color\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Contexts\AuthContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 92, 0, 0, 0, 15, 107
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Contexts\CartContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 62, 0, 0, 0, 10, 72
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Contexts\CategoryContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 87, 0, 0, 0, 14, 101
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Contexts\CommonContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 22, 0, 0, 0, 7, 29
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Contexts\EmployeesContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 89, 0, 0, 0, 12, 101
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Contexts\OrderContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 62, 0, 0, 0, 10, 72
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Contexts\ProductsContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 139, 0, 0, 0, 15, 154
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Contexts\UsersContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 84, 0, 0, 0, 15, 99
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\GlobalStyles\GlobalStyles.css", "CSS", 0, 0, 0, 0, 0, 0, 9, 0, 0, 2, 11
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\GlobalStyles\GlobalStyles.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 8
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\AdminDashboard\AdminDashboard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 195, 0, 0, 2, 3, 200
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\AdminDashboard\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\Auth\AdminLogin\AdminLogin.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 118, 0, 0, 0, 6, 124
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\Auth\AdminLogin\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\CategoryManage\CategoryManage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 248, 0, 0, 7, 18, 273
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\CategoryManage\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\Charts\Charts.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 6, 0, 0, 0, 2, 8
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\Charts\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\CustomerManage\CustomerDetail.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 107, 0, 0, 0, 4, 111
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\CustomerManage\CustomerManage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 243, 0, 0, 8, 17, 268
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\CustomerManage\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\EmployeeManage\EmployeeManage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 276, 0, 0, 7, 19, 302
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\EmployeeManage\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\OrderManage\OrderManage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 191, 0, 0, 42, 20, 253
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\OrderManage\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\ProductManage\ProductForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 155, 0, 0, 6, 11, 172
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\ProductManage\ProductManage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 215, 0, 0, 6, 15, 236
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\ProductManage\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Page404\Page404.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 55, 0, 0, 3, 8, 66
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Page404\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\AboutPage\AboutPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 3, 4, 23
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\AboutPage\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\Auth\Login\Login.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 111, 0, 0, 7, 17, 135
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\Auth\Login\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\Auth\Register\Register.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 126, 0, 0, 6, 19, 151
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\Auth\Register\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\CartPages\CartPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 43, 0, 0, 4, 3, 50
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\CartPages\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\DashboardAppPage\DashboardAppPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 26, 0, 0, 3, 6, 35
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\DashboardAppPage\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\FAQPage\FAQPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 19, 0, 0, 3, 4, 26
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\FAQPage\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\HomePage\HomePage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 20, 0, 0, 3, 3, 26
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\HomePage\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\OrderPage\OrderPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 12, 0, 0, 3, 3, 18
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\OrderPage\OrderSuccessPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 6, 0, 0, 2, 3, 11
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\OrderPage\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\ProductsPage\ProductPageDetail.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 53, 0, 0, 0, 8, 61
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\ProductsPage\ProductsPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 53, 0, 0, 7, 10, 70
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\ProductsPage\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\ProfilePage\ProfilePage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 31, 0, 0, 4, 3, 38
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\ProfilePage\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\AuthReducer\action.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 7, 0, 0, 0, 2, 9
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\AuthReducer\constants.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\AuthReducer\reducer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 23, 0, 0, 0, 4, 27
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\CartReducer\action.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 13, 0, 0, 0, 3, 16
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\CartReducer\constants.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\CartReducer\reducer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 29, 0, 0, 0, 4, 33
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\CategoryReducer\action.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 31, 0, 0, 0, 6, 37
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\CategoryReducer\constants.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\CategoryReducer\reducer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 50, 0, 0, 0, 5, 55
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\EmployeesReducer\action.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 31, 0, 0, 0, 5, 36
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\EmployeesReducer\constants.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\EmployeesReducer\reducer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 50, 0, 0, 0, 5, 55
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\OrderReducer\action.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 19, 0, 0, 0, 4, 23
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\OrderReducer\constant.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\OrderReducer\reducer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 29, 0, 0, 0, 4, 33
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\ProductsReducer\action.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 49, 0, 0, 0, 11, 60
"c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\ProductsReducer\constants.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 8
