Date : 2023-09-07 14:09:18
Directory : c:\Users\21H1 HNQA\Documents\mern_web\restaurants
Total : 198 files,  18935 codes, 323 comments, 999 blanks, all 20257 lines

Languages
+----------------+------------+------------+------------+------------+------------+
| language       | files      | code       | comment    | blank      | total      |
| server\src\routes                                                                                                    |          9 |         85 |          0 |         44 |        129 |
+----------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
| filename                                                                                                             | language       | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\README.md                                                          | Markdown       |          2 |          0 |          1 |          3 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\.eslintrc.cjs                                               | JavaScript     |         20 |          0 |          1 |         21 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\README.md                                                   | Markdown       |          5 |          0 |          4 |          9 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\index.html                                                  | HTML           |         25 |          0 |          1 |         26 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\package-lock.json                                           | JSON           |      9,287 |          0 |          1 |      9,288 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\package.json                                                | JSON           |         52 |          0 |          1 |         53 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\ic_flag_de.svg                          | XML            |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\ic_flag_en.svg                          | XML            |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\ic_flag_fr.svg                          | XML            |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\ic_notification_chat.svg                | XML            |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\ic_notification_mail.svg                | XML            |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\ic_notification_package.svg             | XML            |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\ic_notification_shipping.svg            | XML            |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\navbar\ic_analytics.svg                 | XML            |          8 |          0 |          1 |          9 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\navbar\ic_cart.svg                      | XML            |          7 |          0 |          1 |          8 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\navbar\ic_disabled.svg                  | XML            |          4 |          0 |          1 |          5 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\navbar\ic_lock.svg                      | XML            |          4 |          0 |          1 |          5 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\navbar\ic_product.svg                   | XML            |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\navbar\ic_user.svg                      | XML            |          4 |          0 |          1 |          5 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\icons\shape-avatar.svg                        | XML            |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\illustrations\illustration_404.svg            | XML            |         40 |          0 |          1 |         41 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\logo.svg                                      | XML            |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\assets\placeholder.svg                               | XML            |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\index.html                                           | HTML           |         25 |          4 |          9 |         38 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\manifest.json                                        | JSON           |         20 |          0 |          1 |         21 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\public\vite.svg                                             | XML            |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\.prettierrc                                             | JSON           |          6 |          0 |          0 |          6 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\App.jsx                                                 | JavaScript JSX |         37 |          6 |          3 |         46 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\Admin\Chart\Chart.jsx                        | JavaScript JSX |         66 |          1 |          5 |         72 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\Admin\Chart\index.jsx                        | JavaScript JSX |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\Admin\DataTable\DataTable.jsx                | JavaScript JSX |         20 |          0 |          3 |         23 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\Admin\DataTable\index.jsx                    | JavaScript JSX |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\Admin\ListItem\ListItem.jsx                  | JavaScript JSX |        112 |          0 |          6 |        118 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\Admin\Orders\Orders.jsx                      | JavaScript JSX |         26 |          0 |          3 |         29 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\Admin\Orders\index.jsx                       | JavaScript JSX |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\Admin\Title\Title.jsx                        | JavaScript JSX |         13 |          0 |          3 |         16 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\Admin\Title\index.jsx                        | JavaScript JSX |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\FormDialog\FormDialogCategory.jsx            | JavaScript JSX |         69 |          0 |          7 |         76 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\FormDialog\FormDialogCustomer.jsx            | JavaScript JSX |         76 |          0 |          7 |         83 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\FormDialog\FormDialogDishes.jsx              | JavaScript JSX |        123 |         23 |         10 |        156 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\FormDialog\FormDialogEmployee.jsx            | JavaScript JSX |        104 |          0 |          7 |        111 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\color-utils\ColorMultiPicker.jsx        | JavaScript JSX |         36 |          3 |          5 |         44 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\color-utils\ColorPreview.jsx            | JavaScript JSX |         31 |          2 |          7 |         40 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\color-utils\ColorSinglePicker.jsx       | JavaScript JSX |         29 |          3 |          6 |         38 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\color-utils\Icon.jsx                    | JavaScript JSX |         68 |          3 |          7 |         78 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\color-utils\index.jsx                   | JavaScript JSX |          3 |          0 |          1 |          4 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\iconify\Iconify.jsx                     | JavaScript JSX |         13 |          3 |          5 |         21 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\iconify\index.jsx                       | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\label\Label.jsx                         | JavaScript JSX |         40 |          3 |          9 |         52 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\label\index.jsx                         | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\label\styles.jsx                        | JavaScript JSX |         58 |          7 |          9 |         74 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\logo\Logo.jsx                           | JavaScript JSX |         35 |          1 |          6 |         42 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\logo\index.jsx                          | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\nav-section\NavSection.jsx              | JavaScript JSX |         41 |          4 |         10 |         55 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\nav-section\index.jsx                   | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\nav-section\styles.jsx                  | JavaScript JSX |         18 |          2 |          4 |         24 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\scroll-to-top\ScrollToTop.jsx           | JavaScript JSX |          9 |          1 |          5 |         15 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\scroll-to-top\index.jsx                 | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\scrollbar\Scrollbar.jsx                 | JavaScript JSX |         27 |          3 |          8 |         38 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\scrollbar\index.jsx                     | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\scrollbar\styles.jsx                    | JavaScript JSX |         27 |          2 |          4 |         33 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\svg-color\SvgColor.jsx                  | JavaScript JSX |         25 |          2 |          5 |         32 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Components\User\svg-color\index.jsx                     | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Contexts\AuthContext.jsx                                | JavaScript JSX |        117 |          2 |         22 |        141 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Contexts\CategoryContext.jsx                            | JavaScript JSX |         63 |         10 |         13 |         86 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Contexts\CommonContext.jsx                              | JavaScript JSX |         19 |          0 |          7 |         26 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Contexts\EmployeesContext.jsx                           | JavaScript JSX |         58 |          0 |         11 |         69 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Contexts\ProductsContext.jsx                            | JavaScript JSX |         97 |          0 |         12 |        109 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Contexts\UsersContext.jsx                               | JavaScript JSX |         66 |          0 |         13 |         79 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\DefaultLayout\DefaultLayoutAdmin\DefaultLayoutAdmin.jsx | JavaScript JSX |        167 |          6 |         10 |        183 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\DefaultLayout\DefaultLayoutAdmin\index.jsx              | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\GlobalStyles\GlobalStyles.css                           | CSS            |          9 |          0 |          2 |         11 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\GlobalStyles\GlobalStyles.jsx                           | JavaScript JSX |          5 |          0 |          3 |          8 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\AdminDashboard\AdminDashboard.jsx           | JavaScript JSX |         40 |          5 |          5 |         50 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\AdminDashboard\index.jsx                    | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\Auth\AdminLogin\AdminLogin.jsx              | JavaScript JSX |        118 |          0 |          6 |        124 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\Auth\AdminLogin\index.jsx                   | JavaScript JSX |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\CategoryManage\CategoryManage.jsx           | JavaScript JSX |        156 |          0 |         17 |        173 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\CategoryManage\index.jsx                    | JavaScript JSX |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\Charts\Charts.jsx                           | JavaScript JSX |          6 |          0 |          2 |          8 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\Charts\index.jsx                            | JavaScript JSX |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\CustomerManage\CustomerDetail.jsx           | JavaScript JSX |        107 |          0 |          4 |        111 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\CustomerManage\CustomerManage.jsx           | JavaScript JSX |        163 |          0 |         17 |        180 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\CustomerManage\index.jsx                    | JavaScript JSX |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\EmployeeManage\EmployeeManage.jsx           | JavaScript JSX |        173 |          0 |         17 |        190 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\EmployeeManage\index.jsx                    | JavaScript JSX |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\ProductManage\ProductManage.jsx             | JavaScript JSX |        167 |          0 |         17 |        184 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Admin\ProductManage\index.jsx                     | JavaScript JSX |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Page404\Page404.jsx                               | JavaScript JSX |         55 |          3 |          8 |         66 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\Page404\index.jsx                                 | JavaScript JSX |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\Auth\Login\Login.jsx                         | JavaScript JSX |        111 |          7 |         17 |        135 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\Auth\Login\index.jsx                         | JavaScript JSX |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\Auth\Register\Register.jsx                   | JavaScript JSX |        126 |          6 |         19 |        151 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\Auth\Register\index.jsx                      | JavaScript JSX |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\DashboardAppPage\DashboardAppPage.jsx        | JavaScript JSX |         19 |          3 |          8 |         30 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\DashboardAppPage\index.jsx                   | JavaScript JSX |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\ProductsPage\ProductsPage.jsx                | JavaScript JSX |         39 |          4 |         10 |         53 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Pages\User\ProductsPage\index.jsx                       | JavaScript JSX |          1 |          0 |          0 |          1 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\AuthReducer\action.jsx                         | JavaScript JSX |          7 |          0 |          2 |          9 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\AuthReducer\constants.jsx                      | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\AuthReducer\reducer.jsx                        | JavaScript JSX |         25 |          0 |          4 |         29 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\CategoryReducer\action.jsx                     | JavaScript JSX |         19 |          0 |          4 |         23 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\CategoryReducer\constants.jsx                  | JavaScript JSX |          3 |          0 |          0 |          3 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\CategoryReducer\reducer.jsx                    | JavaScript JSX |         35 |          0 |          4 |         39 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\EmployeesReducer\action.jsx                    | JavaScript JSX |         19 |          0 |          3 |         22 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\EmployeesReducer\constants.jsx                 | JavaScript JSX |          3 |          0 |          0 |          3 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\EmployeesReducer\reducer.jsx                   | JavaScript JSX |         29 |          0 |          4 |         33 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\ProductsReducer\action.jsx                     | JavaScript JSX |         31 |          0 |          8 |         39 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\ProductsReducer\constants.jsx                  | JavaScript JSX |          5 |          0 |          0 |          5 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\ProductsReducer\reducer.jsx                    | JavaScript JSX |         48 |          0 |          5 |         53 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\UsersReducer\action.jsx                        | JavaScript JSX |         25 |          0 |          5 |         30 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\UsersReducer\constants.jsx                     | JavaScript JSX |          4 |          0 |          0 |          4 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Reducers\UsersReducer\reducer.jsx                       | JavaScript JSX |         39 |          0 |          4 |         43 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Service\authApi.jsx                                     | JavaScript JSX |         16 |          0 |          2 |         18 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Service\axiosConfig.jsx                                 | JavaScript JSX |         31 |         24 |          9 |         64 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Service\categoryApi.jsx                                 | JavaScript JSX |         20 |          0 |          2 |         22 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Service\employeeApi.jsx                                 | JavaScript JSX |         16 |          0 |          2 |         18 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Service\productApi.jsx                                  | JavaScript JSX |         20 |          0 |          2 |         22 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\Service\userApi.jsx                                     | JavaScript JSX |         20 |          0 |          2 |         22 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\constants\index.jsx                                     | JavaScript JSX |          1 |          0 |          1 |          2 |
| c:\Users\21H1 HNQA\Documents\mern_web\restaurants\client\src\hooks\useReponsive.jsx                                  | JavaScript JSX |         29 |          4 |         15 |         48 |
